,Operating_Airline,Origin,OriginCityName,Dest,DestCityName,DistanceGroup
1059,AA,IAH,"Houston, TX",MIA,"Miami, FL",4
1060,WN,DEN,"Denver, CO",PHL,"Philadelphia, PA",7
1061,AA,ORD,"Chicago, IL",ATL,"Atlanta, GA",3
1062,9E,ATL,"Atlanta, GA",LEX,"Lexington, KY",2
1063,NK,FLL,"Fort Lauderdale, FL",CLT,"Charlotte, NC",3
1065,DL,PHX,"Phoenix, AZ",MSP,"Minneapolis, MN",6
1067,UA,BOS,"Boston, MA",DEN,"Denver, CO",8
1069,B6,BOS,"Boston, MA",LGA,"New York, NY",1
1070,WN,SAN,"San Diego, CA",SFO,"San Francisco, CA",2
1072,OO,SEA,"Seattle, WA",SMF,"Sacramento, CA",3
1074,AA,LAS,"Las Vegas, NV",LAX,"Los Angeles, CA",1
1075,DL,JFK,"New York, NY",SAN,"San Diego, CA",10
1076,WN,BNA,"Nashville, TN",ATL,"Atlanta, GA",1
1078,UA,EWR,"Newark, NJ",MCO,"Orlando, FL",4
1079,DL,ATL,"Atlanta, GA",SFO,"San Francisco, CA",9
1083,OH,AVL,"Asheville, NC",CLT,"Charlotte, NC",1
1087,AA,PDX,"Portland, OR",PHX,"Phoenix, AZ",5
1088,YV,IAD,"Washington, DC",DTW,"Detroit, MI",2
1089,NK,PHX,"Phoenix, AZ",DFW,"Dallas/Fort Worth, TX",4
1090,B6,JFK,"New York, NY",MCO,"Orlando, FL",4
1091,AA,DFW,"Dallas/Fort Worth, TX",ICT,"Wichita, KS",2
1092,9E,RDU,"Raleigh/Durham, NC",JFK,"New York, NY",2
1093,9E,ATL,"Atlanta, GA",CHA,"Chattanooga, TN",1
1094,UA,DEN,"Denver, CO",SJC,"San Jose, CA",4
1095,DL,PHL,"Philadelphia, PA",ATL,"Atlanta, GA",3
1096,AA,SJU,"San Juan, PR",MIA,"Miami, FL",5
1097,OO,EWR,"Newark, NJ",DTW,"Detroit, MI",2
1098,WN,DEN,"Denver, CO",SLC,"Salt Lake City, UT",2
1100,AA,CLT,"Charlotte, NC",GSO,"Greensboro/High Point, NC",1
1103,DL,PDX,"Portland, OR",SLC,"Salt Lake City, UT",3
1105,DL,MCO,"Orlando, FL",RDU,"Raleigh/Durham, NC",3
1106,UA,ATL,"Atlanta, GA",EWR,"Newark, NJ",3
1109,WN,SMF,"Sacramento, CA",BUR,"Burbank, CA",2
1113,DL,ATL,"Atlanta, GA",SRQ,"Sarasota/Bradenton, FL",2
1114,AA,AUS,"Austin, TX",JFK,"New York, NY",7
1115,OH,DCA,"Washington, DC",CLT,"Charlotte, NC",2
1117,DL,ATL,"Atlanta, GA",PNS,"Pensacola, FL",2
1119,NK,EWR,"Newark, NJ",BNA,"Nashville, TN",3
1120,UA,LAX,"Los Angeles, CA",IAH,"Houston, TX",6
1121,F9,SLC,"Salt Lake City, UT",DEN,"Denver, CO",2
1122,DL,LGA,"New York, NY",ORD,"Chicago, IL",3
1123,NK,MIA,"Miami, FL",LGA,"New York, NY",5
1124,YX,CLT,"Charlotte, NC",JFK,"New York, NY",3
1126,DL,SEA,"Seattle, WA",DEN,"Denver, CO",5
1127,YV,IND,"Indianapolis, IN",ORD,"Chicago, IL",1
1129,YX,EWR,"Newark, NJ",ORD,"Chicago, IL",3
1130,B6,DCA,"Washington, DC",BOS,"Boston, MA",2
1131,AA,SAT,"San Antonio, TX",DFW,"Dallas/Fort Worth, TX",1
1133,MQ,ICT,"Wichita, KS",DFW,"Dallas/Fort Worth, TX",2
1135,B6,LGA,"New York, NY",TPA,"Tampa, FL",5
1136,WN,OGG,"Kahului, HI",HNL,"Honolulu, HI",1
1137,DL,FLL,"Fort Lauderdale, FL",DTW,"Detroit, MI",5
1138,YX,EWR,"Newark, NJ",IAD,"Washington, DC",1
1139,WN,MCO,"Orlando, FL",DAL,"Dallas, TX",4
1142,F9,SFO,"San Francisco, CA",PHX,"Phoenix, AZ",3
1144,F9,LAS,"Las Vegas, NV",SFO,"San Francisco, CA",2
1145,DL,BOS,"Boston, MA",ATL,"Atlanta, GA",4
1146,UA,IAH,"Houston, TX",SAT,"San Antonio, TX",1
1148,NK,LAS,"Las Vegas, NV",IAH,"Houston, TX",5
1149,WN,SJC,"San Jose, CA",BUR,"Burbank, CA",2
1150,G7,EWR,"Newark, NJ",DTW,"Detroit, MI",2
1152,UA,PHX,"Phoenix, AZ",EWR,"Newark, NJ",9
1153,MQ,GRK,"Killeen, TX",DFW,"Dallas/Fort Worth, TX",1
1156,F9,DEN,"Denver, CO",ONT,"Ontario, CA",4
1157,F9,MSP,"Minneapolis, MN",LAS,"Las Vegas, NV",6
1158,WN,DAL,"Dallas, TX",MDW,"Chicago, IL",4
1159,DL,TPA,"Tampa, FL",JFK,"New York, NY",5
1160,OO,ORD,"Chicago, IL",GRR,"Grand Rapids, MI",1
1161,WN,SLC,"Salt Lake City, UT",DEN,"Denver, CO",2
1162,UA,EWR,"Newark, NJ",FLL,"Fort Lauderdale, FL",5
1163,DL,ATL,"Atlanta, GA",RDU,"Raleigh/Durham, NC",2
1164,UA,IAH,"Houston, TX",MSY,"New Orleans, LA",2
1165,NK,DFW,"Dallas/Fort Worth, TX",LAS,"Las Vegas, NV",5
1166,UA,MCO,"Orlando, FL",DEN,"Denver, CO",7
1170,UA,SFO,"San Francisco, CA",ORD,"Chicago, IL",8
1171,DL,DTW,"Detroit, MI",LGA,"New York, NY",3
1175,WN,BWI,"Baltimore, MD",CLT,"Charlotte, NC",2
1176,OO,ABQ,"Albuquerque, NM",LAX,"Los Angeles, CA",3
1179,AA,LAX,"Los Angeles, CA",MIA,"Miami, FL",10
1180,OO,MSP,"Minneapolis, MN",ORD,"Chicago, IL",2
1182,AA,CLT,"Charlotte, NC",BWI,"Baltimore, MD",2
1183,F9,MCO,"Orlando, FL",BDL,"Hartford, CT",5
1184,DL,PIT,"Pittsburgh, PA",ATL,"Atlanta, GA",3
1187,DL,ATL,"Atlanta, GA",PHX,"Phoenix, AZ",7
1188,AA,LGA,"New York, NY",DCA,"Washington, DC",1
1189,OO,MSP,"Minneapolis, MN",EWR,"Newark, NJ",5
1192,OH,CLT,"Charlotte, NC",GSP,"Greer, SC",1
1193,DL,LAX,"Los Angeles, CA",MSP,"Minneapolis, MN",7
1194,YX,STL,"St. Louis, MO",LGA,"New York, NY",4
1197,AA,DTW,"Detroit, MI",DFW,"Dallas/Fort Worth, TX",4
1199,UA,SMF,"Sacramento, CA",DEN,"Denver, CO",4
1203,WN,PHL,"Philadelphia, PA",DEN,"Denver, CO",7
1204,OO,LAX,"Los Angeles, CA",DEN,"Denver, CO",4
1205,UA,DEN,"Denver, CO",SNA,"Santa Ana, CA",4
1206,WN,ORD,"Chicago, IL",DEN,"Denver, CO",4
1207,F9,IAH,"Houston, TX",LAS,"Las Vegas, NV",5
1209,WN,LGA,"New York, NY",DEN,"Denver, CO",7
1210,UA,DFW,"Dallas/Fort Worth, TX",ORD,"Chicago, IL",4
1211,AA,LGA,"New York, NY",BNA,"Nashville, TN",4
1212,YX,BNA,"Nashville, TN",CLT,"Charlotte, NC",2
1215,WN,SDF,"Louisville, KY",ATL,"Atlanta, GA",2
1217,WN,LAS,"Las Vegas, NV",SMF,"Sacramento, CA",2
1219,UA,MSY,"New Orleans, LA",DEN,"Denver, CO",5
1220,WN,DEN,"Denver, CO",IAH,"Houston, TX",4
1222,WN,MCO,"Orlando, FL",SJU,"San Juan, PR",5
1225,HA,KOA,"Kona, HI",HNL,"Honolulu, HI",1
1227,AS,JFK,"New York, NY",SEA,"Seattle, WA",10
1230,YV,PHX,"Phoenix, AZ",ELP,"El Paso, TX",2
1231,AS,LAS,"Las Vegas, NV",SFO,"San Francisco, CA",2
1232,WN,PHX,"Phoenix, AZ",SJC,"San Jose, CA",3
1233,AA,DCA,"Washington, DC",LGA,"New York, NY",1
1237,AA,DFW,"Dallas/Fort Worth, TX",SAT,"San Antonio, TX",1
1238,AA,DCA,"Washington, DC",BOS,"Boston, MA",2
1239,F9,ORD,"Chicago, IL",PHX,"Phoenix, AZ",6
1240,YX,LGA,"New York, NY",CMH,"Columbus, OH",2
1242,NK,LAS,"Las Vegas, NV",SMF,"Sacramento, CA",2
1244,AS,SFO,"San Francisco, CA",SEA,"Seattle, WA",3
1246,F9,BNA,"Nashville, TN",DEN,"Denver, CO",5
1250,F9,ORD,"Chicago, IL",MCO,"Orlando, FL",5
1251,WN,BOI,"Boise, ID",DEN,"Denver, CO",3
1253,NK,MCO,"Orlando, FL",BWI,"Baltimore, MD",4
1255,PT,CHO,"Charlottesville, VA",CLT,"Charlotte, NC",1
1258,YX,EWR,"Newark, NJ",BNA,"Nashville, TN",3
1259,DL,ATL,"Atlanta, GA",GSP,"Greer, SC",1
1260,DL,SDF,"Louisville, KY",ATL,"Atlanta, GA",2
1266,HA,HNL,"Honolulu, HI",LIH,"Lihue, HI",1
1267,WN,ATL,"Atlanta, GA",LAS,"Las Vegas, NV",7
1268,DL,ATL,"Atlanta, GA",MCO,"Orlando, FL",2
1270,AA,CLT,"Charlotte, NC",LGA,"New York, NY",3
1271,DL,ATL,"Atlanta, GA",BHM,"Birmingham, AL",1
1272,DL,STL,"St. Louis, MO",ATL,"Atlanta, GA",2
1273,WN,ATL,"Atlanta, GA",LGA,"New York, NY",4
1274,DL,ATL,"Atlanta, GA",MIA,"Miami, FL",3
1275,YX,BUF,"Buffalo, NY",ORD,"Chicago, IL",2
1276,OO,RNO,"Reno, NV",LAX,"Los Angeles, CA",2
1278,QX,ANC,"Anchorage, AK",SEA,"Seattle, WA",6
1279,WN,JAX,"Jacksonville, FL",ATL,"Atlanta, GA",2
1281,AA,SJC,"San Jose, CA",PHX,"Phoenix, AZ",3
1282,AS,PDX,"Portland, OR",LAX,"Los Angeles, CA",4
1284,OO,SFO,"San Francisco, CA",SLC,"Salt Lake City, UT",3
1285,YX,PVD,"Providence, RI",DCA,"Washington, DC",2
1286,NK,ATL,"Atlanta, GA",FLL,"Fort Lauderdale, FL",3
1287,WN,ABQ,"Albuquerque, NM",PHX,"Phoenix, AZ",2
1288,OH,CLT,"Charlotte, NC",RIC,"Richmond, VA",2
1290,OH,DCA,"Washington, DC",MSP,"Minneapolis, MN",4
1292,MQ,MIA,"Miami, FL",ATL,"Atlanta, GA",3
1293,UA,RSW,"Fort Myers, FL",ORD,"Chicago, IL",5
1296,B6,EWR,"Newark, NJ",RSW,"Fort Myers, FL",5
1297,AA,PHL,"Philadelphia, PA",ORD,"Chicago, IL",3
1301,NK,MIA,"Miami, FL",MCO,"Orlando, FL",1
1302,YX,DTW,"Detroit, MI",DCA,"Washington, DC",2
1303,WN,ICT,"Wichita, KS",DEN,"Denver, CO",2
1305,NK,FLL,"Fort Lauderdale, FL",PHL,"Philadelphia, PA",4
1306,WN,BNA,"Nashville, TN",IAH,"Houston, TX",3
1307,WN,BWI,"Baltimore, MD",FLL,"Fort Lauderdale, FL",4
1308,AA,AUS,"Austin, TX",LAS,"Las Vegas, NV",5
1309,WN,PHX,"Phoenix, AZ",SNA,"Santa Ana, CA",2
1310,B6,ATL,"Atlanta, GA",JFK,"New York, NY",4
1312,NK,ATL,"Atlanta, GA",DFW,"Dallas/Fort Worth, TX",3
1316,UA,CLE,"Cleveland, OH",ORD,"Chicago, IL",2
1317,DL,ATL,"Atlanta, GA",DFW,"Dallas/Fort Worth, TX",3
1320,WN,SNA,"Santa Ana, CA",SJC,"San Jose, CA",2
1323,WN,HNL,"Honolulu, HI",OGG,"Kahului, HI",1
1326,DL,BWI,"Baltimore, MD",ATL,"Atlanta, GA",3
1332,9E,CLE,"Cleveland, OH",JFK,"New York, NY",2
1335,UA,EWR,"Newark, NJ",RDU,"Raleigh/Durham, NC",2
1337,DL,DTW,"Detroit, MI",FLL,"Fort Lauderdale, FL",5
1338,AA,MIA,"Miami, FL",ATL,"Atlanta, GA",3
1340,UA,LAX,"Los Angeles, CA",HNL,"Honolulu, HI",11
1341,DL,ATL,"Atlanta, GA",CHS,"Charleston, SC",2
1345,WN,DEN,"Denver, CO",MDW,"Chicago, IL",4
1346,AA,DFW,"Dallas/Fort Worth, TX",MSY,"New Orleans, LA",2
1348,WN,DAL,"Dallas, TX",LAS,"Las Vegas, NV",5
1349,AA,DFW,"Dallas/Fort Worth, TX",ABQ,"Albuquerque, NM",3
1351,YV,IAH,"Houston, TX",BNA,"Nashville, TN",3
1354,AA,BNA,"Nashville, TN",CLT,"Charlotte, NC",2
1356,9E,LGA,"New York, NY",ORF,"Norfolk, VA",2
1357,AA,LAX,"Los Angeles, CA",CLT,"Charlotte, NC",9
1359,UA,SFO,"San Francisco, CA",BOS,"Boston, MA",11
1364,DL,ATL,"Atlanta, GA",SAV,"Savannah, GA",1
1365,WN,OGG,"Kahului, HI",LAX,"Los Angeles, CA",10
1367,UA,EWR,"Newark, NJ",BOS,"Boston, MA",1
1369,UA,ORD,"Chicago, IL",DCA,"Washington, DC",3
1374,AA,SAN,"San Diego, CA",ORD,"Chicago, IL",7
1375,AA,DCA,"Washington, DC",ORD,"Chicago, IL",3
1379,9E,BOS,"Boston, MA",EWR,"Newark, NJ",1
1384,WN,PHX,"Phoenix, AZ",DEN,"Denver, CO",3
1385,UA,DEN,"Denver, CO",ORD,"Chicago, IL",4
1387,AA,PHX,"Phoenix, AZ",PDX,"Portland, OR",5
1390,DL,FLL,"Fort Lauderdale, FL",LGA,"New York, NY",5
1391,UA,SFO,"San Francisco, CA",SEA,"Seattle, WA",3
1392,OO,PHL,"Philadelphia, PA",DTW,"Detroit, MI",2
1393,DL,BHM,"Birmingham, AL",ATL,"Atlanta, GA",1
1395,F9,BUR,"Burbank, CA",PHX,"Phoenix, AZ",2
1397,NK,ATL,"Atlanta, GA",EWR,"Newark, NJ",3
1399,MQ,DFW,"Dallas/Fort Worth, TX",XNA,"Fayetteville, AR",2
1401,OO,LAX,"Los Angeles, CA",SFO,"San Francisco, CA",2
1403,NK,ORD,"Chicago, IL",RSW,"Fort Myers, FL",5
1406,WN,LAS,"Las Vegas, NV",DAL,"Dallas, TX",5
1409,DL,PHX,"Phoenix, AZ",SEA,"Seattle, WA",5
1410,DL,SLC,"Salt Lake City, UT",SAN,"San Diego, CA",3
1412,YV,MCI,"Kansas City, MO",ORD,"Chicago, IL",2
1413,9E,JFK,"New York, NY",CLT,"Charlotte, NC",3
1414,AA,CLT,"Charlotte, NC",FLL,"Fort Lauderdale, FL",3
1416,OO,SEA,"Seattle, WA",RDM,"Bend/Redmond, OR",1
1418,UA,AUS,"Austin, TX",SFO,"San Francisco, CA",7
1420,AA,DFW,"Dallas/Fort Worth, TX",LGA,"New York, NY",6
1421,DL,SAV,"Savannah, GA",ATL,"Atlanta, GA",1
1422,DL,JFK,"New York, NY",SEA,"Seattle, WA",10
1423,DL,ORD,"Chicago, IL",ATL,"Atlanta, GA",3
1425,QX,SEA,"Seattle, WA",BOI,"Boise, ID",2
1431,UA,PHL,"Philadelphia, PA",ORD,"Chicago, IL",3
1432,DL,MIA,"Miami, FL",BOS,"Boston, MA",6
1434,DL,JFK,"New York, NY",AUS,"Austin, TX",7
1441,AA,DFW,"Dallas/Fort Worth, TX",PHX,"Phoenix, AZ",4
1442,AA,CLT,"Charlotte, NC",MCO,"Orlando, FL",2
1443,AA,DEN,"Denver, CO",DFW,"Dallas/Fort Worth, TX",3
1444,WN,TPA,"Tampa, FL",ATL,"Atlanta, GA",2
1448,AA,PHX,"Phoenix, AZ",DTW,"Detroit, MI",7
1449,AA,DFW,"Dallas/Fort Worth, TX",MFE,"Mission/McAllen/Edinburg, TX",2
1450,UA,PHX,"Phoenix, AZ",SFO,"San Francisco, CA",3
1452,DL,DTW,"Detroit, MI",EWR,"Newark, NJ",2
1453,YX,JFK,"New York, NY",BNA,"Nashville, TN",4
1456,WN,HOU,"Houston, TX",DAL,"Dallas, TX",1
1457,AS,SFO,"San Francisco, CA",PDX,"Portland, OR",3
1458,OH,CLT,"Charlotte, NC",CHO,"Charlottesville, VA",1
1460,AA,LGA,"New York, NY",CLT,"Charlotte, NC",3
1462,WN,SJC,"San Jose, CA",LAS,"Las Vegas, NV",2
1465,DL,SEA,"Seattle, WA",SAN,"San Diego, CA",5
1466,F9,DTW,"Detroit, MI",MCO,"Orlando, FL",4
1467,AA,ORD,"Chicago, IL",SLC,"Salt Lake City, UT",6
1468,DL,SLC,"Salt Lake City, UT",LAX,"Los Angeles, CA",3
1470,MQ,ORD,"Chicago, IL",IND,"Indianapolis, IN",1
1471,YX,ATL,"Atlanta, GA",DCA,"Washington, DC",3
1477,WN,TUS,"Tucson, AZ",LAX,"Los Angeles, CA",2
1479,WN,SJU,"San Juan, PR",MCO,"Orlando, FL",5
1481,UA,ORD,"Chicago, IL",SFO,"San Francisco, CA",8
1485,B6,MCO,"Orlando, FL",DCA,"Washington, DC",4
1486,WN,SEA,"Seattle, WA",OAK,"Oakland, CA",3
1488,MQ,MKE,"Milwaukee, WI",ORD,"Chicago, IL",1
1489,YX,LGA,"New York, NY",CLE,"Cleveland, OH",2
1492,WN,MCO,"Orlando, FL",MSY,"New Orleans, LA",3
1493,WN,LAX,"Los Angeles, CA",OAK,"Oakland, CA",2
1494,WN,LAX,"Los Angeles, CA",PHX,"Phoenix, AZ",2
1496,DL,GSP,"Greer, SC",ATL,"Atlanta, GA",1
1497,WN,PHX,"Phoenix, AZ",ATL,"Atlanta, GA",7
1498,AA,EWR,"Newark, NJ",PHX,"Phoenix, AZ",9
1503,DL,ATL,"Atlanta, GA",IND,"Indianapolis, IN",2
1504,ZW,ORD,"Chicago, IL",BWI,"Baltimore, MD",3
1507,DL,ATL,"Atlanta, GA",MDW,"Chicago, IL",3
1508,MQ,DCA,"Washington, DC",ORD,"Chicago, IL",3
1510,DL,CAE,"Columbia, SC",ATL,"Atlanta, GA",1
1512,AS,SFO,"San Francisco, CA",ORD,"Chicago, IL",8
1513,QX,PSC,"Pasco/Kennewick/Richland, WA",SEA,"Seattle, WA",1
1514,OH,BNA,"Nashville, TN",CLT,"Charlotte, NC",2
1515,WN,DEN,"Denver, CO",MSY,"New Orleans, LA",5
1516,MQ,ORD,"Chicago, IL",CVG,"Cincinnati, OH",2
1519,OO,SNA,"Santa Ana, CA",SFO,"San Francisco, CA",2
1520,WN,ELP,"El Paso, TX",PHX,"Phoenix, AZ",2
1523,AS,HNL,"Honolulu, HI",LAX,"Los Angeles, CA",11
1525,UA,EWR,"Newark, NJ",LAS,"Las Vegas, NV",9
1526,AS,ATL,"Atlanta, GA",SEA,"Seattle, WA",9
1527,YX,BOS,"Boston, MA",ORD,"Chicago, IL",4
1528,WN,TPA,"Tampa, FL",BWI,"Baltimore, MD",4
1529,WN,PHX,"Phoenix, AZ",SAN,"San Diego, CA",2
1530,AA,MIA,"Miami, FL",PHL,"Philadelphia, PA",5
1533,NK,IAH,"Houston, TX",ATL,"Atlanta, GA",3
1534,DL,DTW,"Detroit, MI",LAX,"Los Angeles, CA",8
1536,UA,DEN,"Denver, CO",LGA,"New York, NY",7
1537,G7,DTW,"Detroit, MI",EWR,"Newark, NJ",2
1538,OO,SLC,"Salt Lake City, UT",SFO,"San Francisco, CA",3
1539,ZW,ORD,"Chicago, IL",DSM,"Des Moines, IA",2
1542,AS,LAX,"Los Angeles, CA",SEA,"Seattle, WA",4
1543,DL,JFK,"New York, NY",LAS,"Las Vegas, NV",9
1545,WN,BNA,"Nashville, TN",DEN,"Denver, CO",5
1546,F9,TPA,"Tampa, FL",PHL,"Philadelphia, PA",4
1548,UA,SEA,"Seattle, WA",LAX,"Los Angeles, CA",4
1549,OO,SFO,"San Francisco, CA",PHX,"Phoenix, AZ",3
1550,MQ,ORD,"Chicago, IL",ATW,"Appleton, WI",1
1552,QX,SEA,"Seattle, WA",PDX,"Portland, OR",1
1556,DL,TPA,"Tampa, FL",LGA,"New York, NY",5
1559,WN,LAX,"Los Angeles, CA",DEN,"Denver, CO",4
1560,DL,MCO,"Orlando, FL",JFK,"New York, NY",4
1561,DL,OAK,"Oakland, CA",SLC,"Salt Lake City, UT",3
1563,B6,EWR,"Newark, NJ",PBI,"West Palm Beach/Palm Beach, FL",5
1564,9E,CHA,"Chattanooga, TN",ATL,"Atlanta, GA",1
1565,DL,JFK,"New York, NY",PHX,"Phoenix, AZ",9
1566,DL,ATL,"Atlanta, GA",EWR,"Newark, NJ",3
1568,F9,DFW,"Dallas/Fort Worth, TX",MIA,"Miami, FL",5
1570,DL,ATL,"Atlanta, GA",JAN,"Jackson/Vicksburg, MS",2
1572,OO,DTW,"Detroit, MI",IAH,"Houston, TX",5
1574,UA,LAX,"Los Angeles, CA",ORD,"Chicago, IL",7
1576,OO,SEA,"Seattle, WA",LAX,"Los Angeles, CA",4
1578,UA,EWR,"Newark, NJ",ORD,"Chicago, IL",3
1584,G7,ORD,"Chicago, IL",RIC,"Richmond, VA",3
1587,WN,DCA,"Washington, DC",MCO,"Orlando, FL",4
1594,WN,AUS,"Austin, TX",BNA,"Nashville, TN",4
1595,QX,PDX,"Portland, OR",SEA,"Seattle, WA",1
1597,DL,LAX,"Los Angeles, CA",AUS,"Austin, TX",5
1598,WN,DEN,"Denver, CO",SAN,"San Diego, CA",4
1599,MQ,ORD,"Chicago, IL",PIT,"Pittsburgh, PA",2
1602,OO,LAX,"Los Angeles, CA",OAK,"Oakland, CA",2
1605,AA,DFW,"Dallas/Fort Worth, TX",MIA,"Miami, FL",5
1607,9E,ATL,"Atlanta, GA",CAE,"Columbia, SC",1
1610,F9,PHX,"Phoenix, AZ",DEN,"Denver, CO",3
1616,AA,CLT,"Charlotte, NC",ATL,"Atlanta, GA",1
1621,UA,ORD,"Chicago, IL",MIA,"Miami, FL",5
1629,WN,DEN,"Denver, CO",SJC,"San Jose, CA",4
1630,AA,PHL,"Philadelphia, PA",DEN,"Denver, CO",7
1631,UA,TPA,"Tampa, FL",EWR,"Newark, NJ",4
1633,AA,DFW,"Dallas/Fort Worth, TX",OKC,"Oklahoma City, OK",1
1634,UA,MSP,"Minneapolis, MN",ORD,"Chicago, IL",2
1637,DL,ATL,"Atlanta, GA",CLT,"Charlotte, NC",1
1638,DL,RDU,"Raleigh/Durham, NC",LGA,"New York, NY",2
1641,AA,PHX,"Phoenix, AZ",SNA,"Santa Ana, CA",2
1642,OO,IAH,"Houston, TX",BNA,"Nashville, TN",3
1645,WN,DAL,"Dallas, TX",MCO,"Orlando, FL",4
1646,MQ,CLE,"Cleveland, OH",ORD,"Chicago, IL",2
1648,DL,ATL,"Atlanta, GA",CAE,"Columbia, SC",1
1650,WN,LAS,"Las Vegas, NV",LAX,"Los Angeles, CA",1
1651,UA,SLC,"Salt Lake City, UT",DEN,"Denver, CO",2
1653,9E,DTW,"Detroit, MI",PHL,"Philadelphia, PA",2
1654,NK,OAK,"Oakland, CA",SNA,"Santa Ana, CA",2
1655,AA,DFW,"Dallas/Fort Worth, TX",BNA,"Nashville, TN",3
1658,WN,FLL,"Fort Lauderdale, FL",ORD,"Chicago, IL",5
1660,WN,ITO,"Hilo, HI",HNL,"Honolulu, HI",1
1661,WN,PHL,"Philadelphia, PA",MCO,"Orlando, FL",4
1662,OO,SEA,"Seattle, WA",MFR,"Medford, OR",2
1663,OH,CLT,"Charlotte, NC",IAD,"Washington, DC",2
1666,UA,IAH,"Houston, TX",PHX,"Phoenix, AZ",5
1667,YX,LGA,"New York, NY",BNA,"Nashville, TN",4
1668,YX,RDU,"Raleigh/Durham, NC",EWR,"Newark, NJ",2
1670,WN,ONT,"Ontario, CA",DEN,"Denver, CO",4
1672,WN,PHL,"Philadelphia, PA",TPA,"Tampa, FL",4
1673,YX,PIT,"Pittsburgh, PA",LGA,"New York, NY",2
1678,NK,DFW,"Dallas/Fort Worth, TX",LAX,"Los Angeles, CA",5
1682,DL,LAX,"Los Angeles, CA",DTW,"Detroit, MI",8
1683,MQ,ORD,"Chicago, IL",DCA,"Washington, DC",3
1685,NK,FLL,"Fort Lauderdale, FL",LGA,"New York, NY",5
1686,AA,PHL,"Philadelphia, PA",MCO,"Orlando, FL",4
1687,MQ,CLT,"Charlotte, NC",ATL,"Atlanta, GA",1
1688,YX,BOS,"Boston, MA",JFK,"New York, NY",1
1689,YX,ORD,"Chicago, IL",DTW,"Detroit, MI",1
1690,MQ,DFW,"Dallas/Fort Worth, TX",MEM,"Memphis, TN",2
1693,YX,CVG,"Cincinnati, OH",EWR,"Newark, NJ",3
1694,F9,CLT,"Charlotte, NC",PHL,"Philadelphia, PA",2
1696,WN,DEN,"Denver, CO",BWI,"Baltimore, MD",6
1698,NK,EWR,"Newark, NJ",MCO,"Orlando, FL",4
1699,UA,PHX,"Phoenix, AZ",ORD,"Chicago, IL",6
1701,OH,CHO,"Charlottesville, VA",CLT,"Charlotte, NC",1
1704,AA,LGA,"New York, NY",MIA,"Miami, FL",5
1706,DL,SLC,"Salt Lake City, UT",DEN,"Denver, CO",2
1707,UA,SFO,"San Francisco, CA",PDX,"Portland, OR",3
1709,AA,CLT,"Charlotte, NC",MYR,"Myrtle Beach, SC",1
1716,WN,SLC,"Salt Lake City, UT",PHX,"Phoenix, AZ",3
1717,UA,ORD,"Chicago, IL",DEN,"Denver, CO",4
1720,B6,DCA,"Washington, DC",FLL,"Fort Lauderdale, FL",4
1723,UA,IAH,"Houston, TX",SFO,"San Francisco, CA",7
1724,OO,GEG,"Spokane, WA",SEA,"Seattle, WA",1
1725,DL,MSP,"Minneapolis, MN",EWR,"Newark, NJ",5
1726,NK,MCO,"Orlando, FL",ATL,"Atlanta, GA",2
1728,AS,MSP,"Minneapolis, MN",SEA,"Seattle, WA",6
1730,B6,SJU,"San Juan, PR",JFK,"New York, NY",7
1731,WN,LAX,"Los Angeles, CA",SMF,"Sacramento, CA",2
1732,AA,GSO,"Greensboro/High Point, NC",CLT,"Charlotte, NC",1
1733,PT,CLT,"Charlotte, NC",CAE,"Columbia, SC",1
1738,DL,SLC,"Salt Lake City, UT",OAK,"Oakland, CA",3
1742,AA,IAD,"Washington, DC",CLT,"Charlotte, NC",2
1743,MQ,ABQ,"Albuquerque, NM",DFW,"Dallas/Fort Worth, TX",3
1744,NK,SJU,"San Juan, PR",MIA,"Miami, FL",5
1746,OH,ATL,"Atlanta, GA",PHL,"Philadelphia, PA",3
1747,AA,PHX,"Phoenix, AZ",SJC,"San Jose, CA",3
1748,AA,DFW,"Dallas/Fort Worth, TX",SEA,"Seattle, WA",7
1754,AA,SFO,"San Francisco, CA",JFK,"New York, NY",11
1758,YX,DCA,"Washington, DC",JFK,"New York, NY",1
1759,AS,ONT,"Ontario, CA",SEA,"Seattle, WA",4
1760,9E,JFK,"New York, NY",DTW,"Detroit, MI",3
1762,WN,SAN,"San Diego, CA",LAS,"Las Vegas, NV",2
1763,UA,DEN,"Denver, CO",MSP,"Minneapolis, MN",3
1768,DL,SFO,"San Francisco, CA",ATL,"Atlanta, GA",9
1773,9E,RIC,"Richmond, VA",LGA,"New York, NY",2
1779,WN,PHX,"Phoenix, AZ",ONT,"Ontario, CA",2
1783,AA,AUS,"Austin, TX",LAX,"Los Angeles, CA",5
1784,WN,ATL,"Atlanta, GA",HOU,"Houston, TX",3
1785,YX,JFK,"New York, NY",ORF,"Norfolk, VA",2
1787,DL,CLT,"Charlotte, NC",DTW,"Detroit, MI",3
1789,YV,BNA,"Nashville, TN",IAH,"Houston, TX",3
1791,OO,SEA,"Seattle, WA",SLC,"Salt Lake City, UT",3
1792,NK,PHL,"Philadelphia, PA",MCO,"Orlando, FL",4
1793,G7,LGA,"New York, NY",IAD,"Washington, DC",1
1794,DL,JFK,"New York, NY",BOS,"Boston, MA",1
1804,AA,RSW,"Fort Myers, FL",ORD,"Chicago, IL",5
